"","celltype","batch_digest","batch_sort","batch_chromatography","batch_MS"
"i1898","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1900","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1901","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1902","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1903","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1904","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_24"
"i1908","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1910","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1911","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1913","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1914","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1915","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AI"
"i1926","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1927","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1928","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1929","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1930","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1931","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1932","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1933","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1934","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1935","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1936","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_28"
"i1942","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1943","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1944","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1945","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1946","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1947","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1948","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1949","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1950","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1951","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1952","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_4"
"i1957","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1958","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1959","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1960","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1961","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1963","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1964","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1965","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1966","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1967","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1968","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_8"
"i1973","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1974","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1976","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1977","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1978","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1980","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1981","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1982","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1983","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_22_reinject"
"i1989","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1990","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1991","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1992","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1993","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1994","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1996","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1997","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1998","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i1999","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i2000","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_22"
"i2005","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2006","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2007","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2008","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2009","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2010","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2011","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2012","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2013","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2014","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2016","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_14"
"i2022","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2023","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2024","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2025","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2026","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2027","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2028","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2029","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2030","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2031","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2032","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_28"
"i2037","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2038","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2041","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2042","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2043","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2045","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2046","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2048","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_18"
"i2053","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2054","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2055","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2056","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2057","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2058","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2059","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2060","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2062","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2063","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2064","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_31"
"i2069","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2070","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2071","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2072","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2073","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2074","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2075","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2076","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2077","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2078","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2079","Macrophage","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2080","Monocyte","S","s9","LCB7","X191025S_LCB7_X_AP16plex_Set_25"
"i2085","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2086","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2087","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2089","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2090","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2091","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2092","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2093","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2094","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2095","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2096","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_11"
"i2101","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2102","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2103","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2104","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2105","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2106","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2107","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2108","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2109","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2110","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2111","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2112","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_13"
"i2117","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2118","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2119","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2120","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2121","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2122","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2123","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2124","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2125","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2126","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2127","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2128","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_15"
"i2133","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2134","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2135","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2136","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2137","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2138","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2139","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2140","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2141","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2143","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2144","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_25"
"i2149","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2150","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2151","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2153","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2154","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2155","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2156","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2157","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2158","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2159","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2160","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_17"
"i2165","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2167","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2168","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2169","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2170","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2171","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2172","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2173","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2174","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2175","Monocyte","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2176","Macrophage","U","s9","LCB7","X191110S_LCB7_X_APNOV16plex2_Set_9"
"i2181","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2182","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2183","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2184","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2185","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2186","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2187","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2188","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2189","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2190","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2191","Macrophage","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2192","Monocyte","T","s9","LCB7","X191107S_LCB7_X_APNOV16plex_Set_16"
"i2197","Monocyte","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2199","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2201","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2202","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2203","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2204","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2205","Monocyte","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2206","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2207","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2208","Macrophage","T","s9","LCB7","X191104S_LCB7_X_APNOV16plex_Set_2"
"i2212","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AB"
"i2213","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AB"
"i2214","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AB"
"i2216","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AB"
"i2218","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AB"
"i2228","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AP"
"i2230","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AP"
"i2233","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AP"
"i2234","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AP"
"i2244","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2245","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2246","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2247","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2248","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2250","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2251","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AH"
"i2260","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AA"
"i2261","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AA"
"i2262","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AA"
"i2263","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AA"
"i2265","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AA"
"i2276","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2277","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2278","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2280","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2281","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2282","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2283","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AD"
"i2292","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2293","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2294","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2296","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2297","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2298","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AG"
"i2309","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AI"
"i2310","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AI"
"i2311","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AI"
"i2313","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AI"
"i2314","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AI"
"i2325","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AJ"
"i2326","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AJ"
"i2327","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AJ"
"i2330","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AJ"
"i2340","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AK"
"i2341","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AK"
"i2347","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AK"
"i2356","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AN"
"i2357","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AN"
"i2358","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97AN"
"i2360","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AN"
"i2363","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97AN"
"i2389","Monocyte","Q","s8","LCA10","X190321S_LCA10_X_FP97BC"
"i2390","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BC"
"i2391","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BC"
"i2394","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BC"
"i2395","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BC"
"i2405","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BG"
"i2407","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BG"
"i2408","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BG"
"i2409","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BG"
"i2423","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BM"
"i2424","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BM"
"i2427","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BM"
"i2436","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BP"
"i2437","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BP"
"i2439","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BP"
"i2442","Macrophage","Q","s8","LCA10","X190321S_LCA10_X_FP97BP"
"i2453","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2454","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2455","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2456","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2458","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2459","Monocyte","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2460","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2461","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2462","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2463","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2464","Macrophage","S","s9","LCB7","X191108S_LCB7_X_APOCT16plex_Set_29"
"i2470","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2471","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2472","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2473","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2474","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2475","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2476","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2477","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2478","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2479","Macrophage","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2480","Monocyte","T","s9","LCB7","X191108S_LCB7_X_APNOV16plex_Set_28"
"i2484","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AA"
"i2485","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AA"
"i2486","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AA"
"i2487","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AA"
"i2500","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AE"
"i2503","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AE"
"i2504","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AE"
"i2505","Macrophage","N","s8","LCA9","X190222S_LCA9_X_FP94AE"
"i2506","Monocyte","N","s8","LCA9","X190222S_LCA9_X_FP94AE"
